household_idx,fid,cluster_id,persona_id,persona_name,persona_avg_fit_score,cluster_id_current,persona_id_current,persona_name_current,mapping_source,is_validated,iteration,ER82017,ER82027,ER82150,ER82181,ER82182,ER82433,ER82800,ER82840,ER82856,ER82926,ER83010,ER83977,ER83978,ER84520,ER85079,ER85311,ER85533,ER85629,ER85666,ER85690,ER85692,ER85701,ER85747,ER85768,ER85780,ER82500,ER82501
749,996,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,1,1,2310,7860,1,2,5,5,1,5,5,5,1,1,1,115000,115000,0,50000,110000,21860.0,3048.73,74005.35,16,2700,8560
750,532,21,21,Debt-Burdened Middle-Aged Worker,0.6977272727272726,21,21,Debt-Burdened Middle-Aged Worker,current_validated,True,10,5,2,1,6200,770,1,3,5,5,1,5,1,5,4,1,1,100200,100200,40000,-45900,163031,49356.0,3408.93,93104.92,14,420,8090
751,1270,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,220,770,1,3,5,5,1,5,1,1,1,1,1,28200,71200,2800,-27800,-27800,29400.0,11600.0,108800.0,16,3540,7970
752,467,10,10,Struggling Middle-Class Stabilizer,0.7192307692307692,10,10,Struggling Middle-Class Stabilizer,current_validated,True,10,2,3,5,0,0,5,2,5,5,1,5,5,5,3,1,5,90871,110831,12000,-2900,-2900,33410.0,9076.0,72825.36,16,430,6690
753,101,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,2,1,9130,4590,1,2,5,5,1,5,5,5,2,2,5,112240,123640,0,1575000,2240000,50960.0,15900.0,97380.0,17,9999,7860
754,149,5,5,Stable Middle-Class Family Anchors,0.7036111111111111,5,5,Stable Middle-Class Family Anchors,current_validated,True,10,1,2,1,540,6990,1,4,5,5,1,5,5,1,2,2,1,81900,97500,19000,53500,361500,31032.0,25040.0,73532.0,12,0,0
755,592,11,11,Stable Middle-Class Family Anchor,0.7416666666666667,11,11,Stable Middle-Class Family Anchor,current_validated,True,10,3,2,6,2630,7370,1,2,5,5,1,5,1,5,4,2,1,38500,128100,0,125000,475000,55980.0,12600.0,151110.0,14,3230,7860
756,1243,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,4,1,1,230,7860,1,5,5,5,1,1,1,1,1,2,1,119000,119000,50000,423400,478400,36760.0,4624.61,119922.28,17,3255,8190
757,1383,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,1460,7290,1,3,5,5,1,5,1,1,2,1,1,95700,95700,0,140148,260148,20635.25,6600.86,95845.99,17,0,0
758,715,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,5,3,1,4920,7070,1,9,1,5,1,5,5,1,3,1,1,67100,78178,30000,356500,726500,30840.0,4312.0,81837.13,12,5100,8190
759,1280,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,4,2,1,9999,1080,1,4,5,5,1,5,5,5,3,1,1,113000,113000,20000,5000,430000,39940.0,2160.0,94411.9,11,4010,4970
760,1355,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,4020,8680,1,3,5,5,1,1,1,1,1,2,1,89270,91770,1742,-9742,-9742,28560.0,4600.0,91448.0,9,4700,4690
761,805,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,1,4,9140,9080,1,3,5,5,1,1,5,5,2,1,1,27000,71410,0,38000,218000,27650.0,11050.0,76902.92,14,5700,9080
762,476,10,10,Struggling Middle-Class Stabilizer,0.7192307692307692,10,10,Struggling Middle-Class Stabilizer,current_validated,True,10,3,2,1,2750,9160,1,4,5,5,1,5,1,5,3,1,1,65000,106600,15700,107800,378800,30824.0,7220.0,75567.86,13,5120,7280
763,510,11,11,Stable Middle-Class Family Anchor,0.7416666666666667,11,11,Stable Middle-Class Family Anchor,current_validated,True,10,4,3,7,9640,5591,1,5,5,5,1,1,5,5,3,1,1,99549,99549,3000,24000,184000,36600.0,8300.0,90922.21,16,2200,7870
764,1340,10,10,Struggling Middle-Class Stabilizer,0.7192307692307692,10,10,Struggling Middle-Class Stabilizer,current_validated,True,10,2,1,4,7140,7870,1,3,5,5,1,5,5,5,2,2,1,5700,117740,12000,28000,198000,34100.0,8300.0,76150.0,14,0,0
765,528,22,22,Stable but Stretched Homeowners,0.7611111111111112,22,22,Stable but Stretched Homeowners,current_validated,True,10,2,2,1,8965,2890,1,3,5,5,1,1,5,5,3,2,1,64292,119222,0,80000,830000,23260.0,3920.0,76700.0,14,0,0
766,241,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,1010,6270,1,3,5,5,1,5,5,5,3,2,1,73500,73500,0,431000,591000,30753.53,6148.06,73386.18,16,0,0
767,223,5,5,Stable Middle-Class Family Anchors,0.7036111111111111,5,5,Stable Middle-Class Family Anchors,current_validated,True,10,4,1,1,8740,770,1,1,1,5,1,5,5,5,4,1,1,110502,110502,6500,56500,316500,11260.0,25500.0,81061.16,14,2310,7860
768,12,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,3,2,1,2550,7890,1,2,1,5,1,5,5,5,3,1,1,34000,73800,200,59800,59800,66520.0,6335.36,106611.95,16,0,0
769,1390,15,15,Stable Middle-Class Family Providers,0.7375000000000002,15,15,Stable Middle-Class Family Providers,current_validated,True,10,2,1,1,2630,7470,1,2,5,5,1,5,5,5,1,2,1,80144,80144,0,95000,298000,36684.0,25500.0,83544.0,16,0,0
770,926,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,3,2,1,3850,9470,1,2,5,5,5,1,1,5,1,1,1,100000,110000,0,-160000,-45000,42440.0,4100.0,163140.0,16,0,0
771,672,5,5,Stable Middle-Class Family Anchors,0.7036111111111111,15,15,Stable Middle-Class Family Providers,initial,False,10,1,2,1,630,4280,1,1,5,5,1,1,1,1,3,1,1,70100,82100,10000,-164500,-109500,18696.0,24924.0,77648.0,16,0,0
772,825,5,5,Stable Middle-Class Family Anchors,0.7036111111111111,5,5,Stable Middle-Class Family Anchors,current_validated,True,10,4,3,1,9620,1280,1,2,5,5,1,5,5,5,3,2,1,93500,96962,6000,9000,9000,37290.0,16200.0,94740.0,16,3600,8190
773,140,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,1020,7380,1,3,5,5,1,1,5,5,3,1,1,81688,81688,0,183002,343002,35838.46,4936.24,70711.22,16,9999,9999
774,683,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,1,1,1020,7380,1,2,5,5,1,5,5,5,1,1,1,120250,125050,500,634500,1099500,49800.0,2950.0,82860.0,17,0,0
775,670,15,15,Stable Middle-Class Family Providers,0.7375000000000002,15,15,Stable Middle-Class Family Providers,current_validated,True,10,3,2,4,7700,2870,5,3,5,5,1,5,5,5,2,2,1,113415,128209,5000,324000,418000,41157.0,14840.0,86121.0,17,5700,9170
776,907,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,1,2,1,4810,6990,1,2,5,5,1,5,5,5,2,1,1,91000,91000,0,1814500,1844500,41480.0,7000.0,116580.0,14,0,0
777,347,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,4810,6990,1,4,5,5,1,1,5,5,3,2,1,85250,86450,0,20000,215000,33760.0,4000.0,95791.3,12,0,0
778,21,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,2,4,0,0,5,2,5,5,1,5,5,5,2,2,5,1100,122372,0,1800000,2205000,35386.0,18760.0,81594.0,15,0,0
779,177,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,4000,8680,1,3,5,5,1,1,5,5,2,2,1,93038,93038,0,425000,425000,38604.0,4688.0,74656.0,14,2700,7580
780,98,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,1,4,0,0,5,2,5,5,1,5,5,5,2,1,5,72500,126500,0,2911000,3201000,90850.0,7300.0,161810.0,17,0,0
781,1386,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,2,1,6355,770,1,2,5,5,1,5,5,5,2,2,1,122000,122000,0,1486400,2986400,57460.0,6300.0,113760.0,16,5120,770
782,215,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,3,1,8740,4470,1,2,5,5,5,5,5,1,4,2,1,54500,62900,0,-3400,66600,11576.0,1320.0,28496.0,9,9999,9160
783,960,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,5,1,5410,7670,1,3,5,5,1,5,5,5,3,2,1,49000,49000,0,6000,6000,8468.26,3200.0,28248.26,14,0,0
784,1068,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4050,6070,1,3,1,5,5,5,1,1,3,2,1,40000,40000,0,-55500,-55500,18440.0,0.0,26560.0,16,0,0
785,119,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,4760,5370,1,2,5,5,1,1,1,5,2,2,1,59754,59754,15000,-114950,-114950,11760.0,0.0,26490.0,16,5700,7870
786,639,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4700,5570,1,3,5,5,1,5,5,5,2,1,1,37000,37000,0,21200,21200,10410.0,1100.0,28484.0,16,0,0
787,919,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,2,1,6230,3680,1,2,5,5,5,5,5,5,3,2,1,45100,56980,0,12000,28000,7150.0,2535.0,19225.0,12,0,0
788,117,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,4,5860,770,1,1,5,5,5,5,5,5,3,1,1,23500,67060,15000,93000,118000,11920.0,6000.0,23140.0,13,4720,4970
789,671,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,4,3,1,7200,8770,1,3,5,5,1,5,5,1,3,2,1,51010,68733,20000,-10300,209700,9284.0,796.0,29980.0,12,9120,6180
790,477,25,25,Stable Yet Stretched Single Professional,0.7175000000000001,25,25,Stable Yet Stretched Single Professional,current_validated,True,10,2,3,1,2900,7870,1,2,5,5,1,5,5,5,3,1,1,55000,69400,0,500,50500,15250.0,622.0,25641.3,16,0,0
791,1272,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,4,1,5400,7290,1,3,5,5,1,5,1,1,3,2,1,42602,43102,8750,-58567,-58567,15975.0,2459.0,25954.0,17,0,0
792,475,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,4,9750,7590,5,4,5,5,1,5,5,5,4,1,1,19000,39376,0,19000,19000,16460.0,1224.0,23984.0,16,0,0
793,69,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,3,1,4250,8570,1,3,1,1,1,5,5,5,2,1,1,35000,36632,7500,22500,62500,9660.0,0.0,26770.08,8,0,0
794,554,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4700,4890,1,5,5,5,1,5,5,5,4,1,1,33561,53719,2600,163800,233800,9396.0,671.0,21022.0,17,0,0
795,645,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,3255,8170,1,2,5,5,1,9,5,5,2,1,1,60200,60200,0,145000,365000,6750.0,6700.97,26479.74,17,4600,8470
796,1056,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4010,8680,1,3,5,5,1,5,5,5,2,1,1,49424,49424,2822,6704,6704,8220.0,2496.0,23540.53,13,0,0
797,1072,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,3320,8190,1,3,5,5,5,5,5,5,3,2,1,41000,41000,2400,-2200,-2200,12653.26,1624.83,20638.09,12,0,0
798,1098,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,5940,7980,1,4,5,5,1,5,5,1,2,2,1,46700,46700,0,10000,310000,5560.0,4800.0,25090.0,14,0,0
799,1011,1,1,The Stretched Middle-Income Family,0.6823369565217394,20,20,Time-Pressed Single with Moderate Means,initial,False,10,1,1,4,0,0,5,3,5,5,1,5,5,1,3,2,5,0,38000,800,8000,16000,7976.0,4676.0,15840.0,14,0,0
800,553,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,2750,8560,5,2,5,5,1,5,5,5,2,2,1,1700,40580,1200,56100,256100,6645.0,20.0,28925.0,14,0,0
801,154,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4040,8680,1,3,5,5,5,5,5,5,3,1,1,53040,53040,0,500,500,7300.0,722.0,25438.42,14,0,0
802,524,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5400,8190,1,2,5,1,1,1,5,5,3,2,1,38100,38100,0,56500,56500,11987.0,705.0,18052.0,17,0,0
803,760,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,137,7890,1,3,5,5,1,5,5,5,2,2,1,38000,38000,0,65500,65500,8590.63,1312.0,26722.63,16,0,0
804,86,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,4,4,6260,770,1,2,5,5,1,5,5,1,3,2,1,17700,46800,2048,9962,9962,13826.0,5212.0,30109.0,15,0,0
805,1164,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,1,1,9600,2790,1,1,5,5,1,5,5,5,1,2,1,45000,45000,0,45000,145000,8358.98,1300.0,25407.62,12,0,0
806,1291,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,1,1,3930,4270,1,2,5,5,1,5,5,5,2,2,1,47860,47860,2000,18000,318000,7320.0,0.0,26205.77,13,9999,8380
807,1414,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,5240,8660,1,1,5,5,1,5,5,5,2,1,1,60000,60000,0,25000,25000,14336.9,1780.58,25939.0,12,0,0
808,180,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,4,2310,7860,5,3,5,5,1,5,5,1,3,2,1,45000,54000,0,3850,53850,10000.0,550.0,21650.15,17,0,0
809,174,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,4,0,0,5,1,5,5,1,5,5,5,3,1,5,0,63533,5000,66300,182300,12235.0,2250.0,27595.0,14,0,0
810,1,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,0,0,5,2,5,5,1,5,5,5,3,2,5,20951,38951,0,36900,36900,9302.26,1980.86,28426.77,17,2320,7860
811,245,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5620,4170,1,2,5,5,1,5,5,5,3,1,1,38800,38800,7500,32000,32000,6565.79,1650.0,20423.79,16,0,0
812,1400,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,1,3,3,310,8680,5,4,5,5,1,5,5,5,2,2,1,55000,55000,0,22000,22000,9840.0,0.0,24104.0,16,0,0
813,859,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,2,7730,3580,1,3,5,5,5,5,5,1,4,2,1,55000,62800,200,-9700,40300,10820.0,4270.0,24610.0,12,0,0
814,1104,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,4230,8660,5,1,5,5,5,5,5,5,4,2,1,27000,42204,0,0,0,3120.0,0.0,10456.0,10,0,0
815,793,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,4250,7770,1,2,5,5,1,5,5,5,3,2,1,1200,42000,0,211000,421000,7750.0,7576.25,28816.25,11,0,0
816,1368,25,25,Stable Yet Stretched Single Professional,0.7175000000000001,25,25,Stable Yet Stretched Single Professional,current_validated,True,10,1,3,1,2100,9170,1,2,5,5,1,5,1,5,3,2,1,62500,62500,7000,-132341,-132341,13400.0,1400.0,25724.0,17,0,0
817,576,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,4,1,9130,6170,1,2,5,5,5,5,5,5,4,1,1,45000,45000,0,4000,4000,10838.34,800.0,29838.34,13,0,0
818,535,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,2,1,7750,2980,1,1,5,5,1,5,5,5,2,2,1,30000,56000,0,0,0,5024.56,680.0,13024.56,12,0,0
819,248,22,22,Stable but Stretched Homeowners,0.7611111111111112,22,22,Stable but Stretched Homeowners,current_validated,True,10,2,1,4,4250,7770,5,1,5,5,5,5,5,5,2,1,1,12000,37000,0,50000,140000,10680.0,3240.0,19420.0,12,0,0
820,490,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,8,5,0,0,5,3,5,5,1,5,5,5,4,2,5,200,45212,1200,19100,204100,10056.0,8180.0,27892.0,11,0,0
821,626,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,9350,8190,1,1,5,5,5,5,5,5,4,2,1,42000,51960,0,0,0,14520.0,1608.0,19268.0,12,0,0
822,1402,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4710,3570,1,3,5,5,5,5,5,5,3,2,1,53700,53700,0,0,0,14883.37,0.0,20083.37,12,0,0
823,1343,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,9600,4870,1,2,5,5,5,5,5,5,4,1,1,49400,49400,0,800,800,8064.08,3900.0,19406.23,12,0,0
824,776,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,1,4,4250,7770,1,1,5,5,1,5,5,5,2,2,1,4020,44520,0,45000,245000,7700.0,2040.0,28040.0,12,0,0
825,500,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,5240,7590,1,2,5,5,1,5,9,9,2,2,1,43200,43200,0,10000,10000,12660.0,622.0,22109.32,16,0,0
826,312,25,25,Stable Yet Stretched Single Professional,0.7175000000000001,25,25,Stable Yet Stretched Single Professional,current_validated,True,10,3,3,2,3600,8170,1,1,1,1,5,5,5,5,3,2,1,46800,46800,0,0,0,10334.86,0.0,19124.29,10,0,0
827,1139,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,2,1,1900,180,1,2,5,5,5,5,5,5,3,2,1,54000,54000,4000,6000,6000,8785.93,900.0,25285.93,6,0,0
828,33,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,2320,7860,1,2,5,5,1,5,1,5,2,2,1,24870,39970,3000,-156000,-156000,18256.76,2325.0,29635.59,17,0,0
829,37,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,9130,6170,1,2,5,5,1,5,5,5,4,2,1,65300,65300,7000,21000,421000,12400.0,2576.0,27836.0,12,0,0
830,127,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,1,1,5810,6870,1,1,5,5,5,5,5,5,2,1,1,42850,42850,0,0,175000,8592.78,1102.59,19835.07,12,0,0
831,187,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,3,1,9130,6380,1,3,5,5,5,5,5,5,4,1,1,50000,50000,0,0,300000,12262.3,2280.38,28000.43,13,0,0
832,1407,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,8130,3570,1,3,5,5,1,5,5,5,4,2,1,46000,46000,8000,74000,134000,4534.0,2384.75,21498.75,14,0,0
833,541,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4060,8680,1,1,1,5,5,5,5,5,4,1,5,34000,46100,0,0,0,15981.07,480.58,21560.71,12,0,0
834,716,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,3,6,1720,2280,5,2,5,5,1,5,5,5,2,1,1,62000,62000,600,20400,30400,1980.0,500.0,17920.0,14,4610,8370
835,491,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,360,7870,1,3,1,5,1,1,1,5,1,1,5,62700,62700,0,-4000,-4000,11523.37,100.0,30095.63,17,0,0
836,930,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,0,0,5,2,5,5,5,5,5,5,4,2,5,60,60060,7500,24500,499500,9070.16,0.0,19470.16,14,0,0
837,1313,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,99,4010,8680,1,1,5,5,5,5,5,5,3,2,1,55000,55000,0,0,0,15540.0,0.0,22108.32,12,0,0
838,1202,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,8,4,0,0,5,3,1,1,1,5,1,5,5,2,5,0,37800,0,-15400,-15400,19200.0,1325.21,29005.21,12,0,0
839,1278,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,2,1,9140,6180,1,4,5,5,1,5,5,5,3,1,1,24169,53569,0,299900,427900,9300.3,2108.0,24204.3,12,0,0
840,563,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,2,1,4010,8680,1,2,5,5,1,5,5,5,3,1,1,48000,48000,0,8000,38000,8910.0,1300.0,20625.65,16,0,0
841,264,21,21,Debt-Burdened Middle-Aged Worker,0.6977272727272726,21,21,Debt-Burdened Middle-Aged Worker,current_validated,True,10,1,4,1,5120,3365,1,1,5,5,1,5,1,1,3,2,1,36203,36203,28000,-162997,-162997,11677.12,2410.0,35759.12,16,0,0
842,466,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,5,1,1,4250,7770,1,5,1,1,1,5,5,5,3,2,1,15000,25764,0,5000,5000,12480.0,10500.0,35980.0,5,0,0
843,1046,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,99,7200,4670,1,2,5,5,5,5,5,5,3,1,1,26000,26000,0,3500,113500,20400.0,1600.0,33960.0,12,0,0
844,890,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,1,3,1,2310,8470,1,2,5,5,5,5,5,1,3,1,1,36344,36344,0,17500,17500,27440.0,4530.0,38973.78,13,0,0
845,1392,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,4,2,9999,9999,1,4,1,5,5,5,5,5,4,1,1,29120,29120,0,0,0,17066.54,208.6,32903.03,12,0,0
846,1230,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5240,8670,1,3,5,5,1,5,5,5,3,1,1,19240,19240,300,291700,516700,17800.0,1975.64,30675.64,12,0,0
847,611,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,2,3,1,9640,4890,1,2,1,1,1,1,1,1,2,1,1,21000,24120,0,-59900,-14900,13422.0,0.0,43812.0,16,0,0
848,1133,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,6765,770,1,3,5,5,1,5,5,5,3,2,1,30500,30500,0,25000,25000,9300.0,0.0,42844.72,12,0,0
849,456,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,3,1,3930,7680,1,3,5,5,1,5,5,5,3,2,1,34000,34000,0,26167,26167,18840.0,0.0,35427.62,16,0,0
850,1306,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,4,1,4760,5690,1,3,1,1,5,5,5,5,3,2,1,12000,12000,0,0,0,23751.19,0.0,34441.19,12,0,0
851,834,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,3,6200,770,5,4,1,1,1,5,5,5,3,1,1,4000,4000,0,5000,5000,16460.0,920.0,36770.15,14,0,0
852,186,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,3,1,5840,6990,1,3,1,1,5,5,1,5,2,2,1,5100,9819,0,-4000,-4000,16647.33,1598.58,32921.97,14,0,0
853,197,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,2630,1680,1,2,5,5,1,5,5,5,4,1,1,-1500,-1500,0,15000,15000,22340.0,0.0,38140.0,15,0,0
854,181,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,4,3,1,3600,8270,1,3,5,5,1,5,5,1,3,2,1,11000,15500,0,-3920,-3920,9297.51,6980.0,44365.51,11,4610,8370
855,1009,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,3730,6070,1,1,5,5,1,5,1,5,3,1,1,35000,35000,1600,-4210,-4210,10320.0,1340.0,37800.0,16,0,0
856,1073,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,4,4965,9090,1,5,5,5,1,5,5,1,5,1,5,12000,31488,2100,-21100,-21100,14180.0,35.0,31695.0,12,0,0
857,972,1,1,The Stretched Middle-Income Family,0.6823369565217394,14,14,Stable but Stretched Single Worker,initial,False,10,1,2,5,4965,5490,1,1,5,5,1,5,5,1,4,2,1,2120,16120,0,632150,757150,6455.83,7320.0,38665.83,14,0,0
